,Name,Platform,Year,Genre,Publisher,Na Sales,Eu Sales,Jp Sales,Other Sales,Global Sales,Console Type,Console Manufacturer,Console Released,Console Discontinued,Consoles Sold
165,Crash Bandicoot: The Wrath of Cortex,PlayStation 2,2001,Platform,Universal Interactive,2069999.9999999998,2290000.0,240000.0,820000.0,5.42,Home,Sony,2000,2013,155000000.0
166,Minecraft,PlayStation 3,2014,Misc,Sony Computer Entertainment,1970000.0,2510000.0,0.0,940000.0,5.42,Home,Sony,2006,2017,87400000.0
167,Final Fantasy XIII,PlayStation 3,2009,Role-Playing,Square Enix,1740000.0,1240000.0,1870000.0,520000.0,5.36,Home,Sony,2006,2017,87400000.0
168,Dr. Mario,Game Boy,1989,Puzzle,Nintendo,2180000.0,960000.0,2000000.0,200000.0,5.34,Handheld,Nintendo,1989,2003,64420000.0
169,Pokemon Pinball,Game Boy,1999,Misc,Nintendo,3020000.0,1120000.0,1010000.0,160000.0,5.31,Handheld,Nintendo,1989,2003,64420000.0
170,Assassin's Creed III,Xbox 360,2012,Action,Ubisoft,3130000.0,1710000.0,30000.0,440000.0,5.3,Home,Microsoft,2005,2016,84000000.0
171,Final Fantasy IX,PlayStation,2000,Role-Playing,SquareSoft,1620000.0,770000.0,2780000.0,140000.0,5.3,Home,Sony,1994,2006,102490000.0
172,Final Fantasy X-2,PlayStation 2,2003,Role-Playing,Electronic Arts,1920000.0,1080000.0,2110000.0,170000.0,5.29,Home,Sony,2000,2013,155000000.0
173,Donkey Kong 64,Nintendo 64,1999,Platform,Nintendo,3330000.0,790000.0,1090000.0,60000.0,5.27,Home,Nintendo,1996,2002,32930000.0
174,Assassin's Creed II,Xbox 360,2009,Action,Ubisoft,3100000.0,1560000.0,80000.0,510000.0,5.27,Home,Microsoft,2005,2016,84000000.0
175,Professor Layton and the Curious Village,Nintendo DS,2007,Puzzle,Nintendo,1220000.0,2480000.0,1030000.0,520000.0,5.26,Handheld,Nintendo,2004,2013,154020000.0
176,Tomb Raider II,PlayStation,1997,Action,Eidos Interactive,2300000.0,2460000.0,200000.0,280000.0,5.24,Home,Sony,1994,2006,102490000.0
177,Madden NFL 2004,PlayStation 2,0,Sports,Electronic Arts,4260000.0,260000.0,10000.0,710000.0,5.23,Home,Sony,2000,2013,155000000.0
178,Dragon Quest VIII: Journey of the Cursed King,PlayStation 2,2004,Role-Playing,Square Enix,650000.0,750000.0,3610000.0,200000.0,5.21,Home,Sony,2000,2013,155000000.0
179,Super Mario Bros. 3,Game Boy Advance,2003,Platform,Nintendo,2930000.0,1250000.0,830000.0,200000.0,5.2,Handheld,Nintendo,2001,2010,81510000.0
180,New Super Mario Bros. U,Wii U,2012,Platform,Nintendo,2320000.0,1300000.0,1270000.0,310000.0,5.19,Home,Nintendo,2012,2017,13560000.0
181,Super Mario Land 3: Wario Land,Game Boy,1994,Platform,Nintendo,2490000.0,980000.0,1570000.0,150000.0,5.19,Handheld,Nintendo,1989,2003,64420000.0
182,FIFA Soccer 13,Xbox 360,2012,Action,Electronic Arts,1080000.0,3480000.0,30000.0,580000.0,5.18,Home,Microsoft,2005,2016,84000000.0
183,The Legend of Zelda: Phantom Hourglass,Nintendo DS,2007,Action,Nintendo,1900000.0,1830000.0,950000.0,490000.0,5.17,Handheld,Nintendo,2004,2013,154020000.0
184,Donkey Kong Country 2: Diddy's Kong Quest,SNES/Super Famicom,1995,Platform,Nintendo,2100000.0,740000.0,2200000.0,110000.0,5.15,Home,Nintendo,1990,2003,49100000.0
185,Tomodachi Life,Nintendo 3DS,2013,Simulation,Nintendo,960000.0,2020000.0,1890000.0,280000.0,5.15,Handheld,Nintendo,2011,2020,75940000.0
186,Mario & Sonic at the Olympic Games,Nintendo DS,2008,Sports,Sega,1640000.0,2480000.0,440000.0,580000.0,5.14,Handheld,Nintendo,2004,2013,154020000.0
187,Medal of Honor: Rising Sun,PlayStation 2,2003,Shooter,Electronic Arts,1980000.0,2230000.0,130000.0,800000.0,5.13,Home,Sony,2000,2013,155000000.0
188,Kirby's Dream Land,Game Boy,1992,Platform,Nintendo,2710000.0,610000.0,1700000.0,110000.0,5.13,Handheld,Nintendo,1989,2003,64420000.0
189,Fable III,Xbox 360,2010,Role-Playing,Microsoft Game Studios,3590000.0,1110000.0,50000.0,380000.0,5.13,Home,Microsoft,2005,2016,84000000.0
190,Call of Duty: Advanced Warfare,Xbox One,2014,Shooter,Activision,3210000.0,1530000.0,10000.0,380000.0,5.13,Home,Microsoft,2013,2020,58500000.0
191,Guitar Hero II,PlayStation 2,2006,Misc,RedOctane,3810000.0,630000.0,0.0,680000.0,5.12,Home,Sony,2000,2013,155000000.0
192,Resident Evil 5,PlayStation 3,2009,Action,Capcom,1960000.0,1430000.0,1080000.0,650000.0,5.11,Home,Sony,2006,2017,87400000.0
193,Grand Theft Auto V,Xbox One,2014,Action,Take-Two Interactive,2660000.0,2009999.9999999998,0.0,410000.0,5.08,Home,Microsoft,2013,2020,58500000.0
194,Grand Theft Auto: Vice City Stories,PlayStation Portable,2006,Action,Take-Two Interactive,1700000.0,2020000.0,160000.0,1210000.0,5.08,Handheld,Sony,2004,2014,82000000.0
195,FIFA Soccer 11,PlayStation 3,2010,Sports,Electronic Arts,600000.0,3290000.0,60000.0,1130000.0,5.08,Home,Sony,2006,2017,87400000.0
196,Super Mario Bros.,Game Boy,1999,Platform,Nintendo,3400000.0,1300000.0,150000.0,220000.0,5.07,Handheld,Nintendo,1989,2003,64420000.0
197,Resident Evil,PlayStation,1996,Action,Virgin Interactive,2049999.9999999998,1160000.0,1110000.0,730000.0,5.05,Home,Sony,1994,2006,102490000.0
198,Tony Hawk's Pro Skater,PlayStation,1999,Sports,Activision,3420000.0,1380000.0,20000.0,200000.0,5.02,Home,Sony,1994,2006,102490000.0
199,Super Smash Bros. for Wii U and 3DS,Wii U,2014,Fighting,Nintendo,2590000.0,1060000.0,800000.0,570000.0,5.02,Home,Nintendo,2012,2017,13560000.0
200,Warzone 2100,PlayStation,1999,Strategy,Eidos Interactive,2790000.0,1890000.0,0.0,330000.0,5.01,Home,Sony,1994,2006,102490000.0
201,Spyro the Dragon,PlayStation,1998,Platform,Sony Computer Entertainment,3360000.0,1360000.0,70000.0,210000.0,5.0,Home,Sony,1994,2006,102490000.0
202,Link's Crossbow Training,Wii,2007,Shooter,Nintendo,3060000.0,1180000.0,290000.0,460000.0,5.0,Home,Nintendo,2006,2013,101630000.0
203,Guitar Hero III: Legends of Rock,PlayStation 2,2007,Misc,Activision,3490000.0,10000.0,10000.0,1480000.0,4.98,Home,Sony,2000,2013,155000000.0
204,Fallout 3,Xbox 360,2008,Role-Playing,Bethesda Softworks,3390000.0,1030000.0,90000.0,440000.0,4.96,Home,Microsoft,2005,2016,84000000.0
205,Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,Nintendo DS,2007,Role-Playing,Nintendo,1850000.0,1200000.0,1540000.0,370000.0,4.96,Handheld,Nintendo,2004,2013,154020000.0
206,Uncharted: Drake's Fortune,PlayStation 3,2007,Action,Sony Computer Entertainment,2310000.0,1730000.0,120000.0,780000.0,4.94,Home,Sony,2006,2017,87400000.0
207,Madden NFL 06,PlayStation 2,2005,Sports,Electronic Arts,3980000.0,260000.0,10000.0,660000.0,4.91,Home,Sony,2000,2013,155000000.0
208,LEGO Star Wars: The Complete Saga,Nintendo DS,2007,Action,LucasArts,2890000.0,1540000.0,0.0,460000.0,4.9,Handheld,Nintendo,2004,2013,154020000.0
209,Diddy Kong Racing,Nintendo 64,1997,Racing,Nintendo,2910000.0,990000.0,890000.0,100000.0,4.88,Home,Nintendo,1996,2002,32930000.0
210,Monster Hunter Freedom 3,PlayStation Portable,2010,Role-Playing,Capcom,0.0,0.0,4870000.0,0.0,4.87,Handheld,Sony,2004,2014,82000000.0
211,Dr. Mario,NES/Famicom,1990,Puzzle,Nintendo,2620000.0,600000.0,1520000.0,100000.0,4.85,Home,Nintendo,1983,2003,61910000.0
212,God of War III,PlayStation 3,2010,Action,Sony Computer Entertainment,2740000.0,1360000.0,120000.0,630000.0,4.84,Home,Sony,2006,2017,87400000.0
213,Assassin's Creed,PlayStation 3,2007,Adventure,Ubisoft,1910000.0,2000000.0,90000.0,830000.0,4.83,Home,Sony,2006,2017,87400000.0
214,FIFA 15,PlayStation 3,2014,Sports,Electronic Arts,570000.0,3140000.0,40000.0,1070000.0,4.82,Home,Sony,2006,2017,87400000.0
215,Crash Team Racing,PlayStation,1999,Racing,Sony Computer Entertainment,2570000.0,1570000.0,440000.0,210000.0,4.79,Home,Sony,1994,2006,102490000.0
216,FIFA 17,PlayStation 4,2016,Sports,Electronic Arts,280000.0,3750000.0,60000.0,690000.0,4.77,Home,Sony,2013,0,117200000.0
217,Batman: Arkham City,Xbox 360,2011,Action,Warner Bros. Interactive Entertainment,2990000.0,1310000.0,40000.0,410000.0,4.76,Home,Microsoft,2005,2016,84000000.0
218,Driver 2,PlayStation,2000,Action,Atari,2360000.0,2100000.0,20000.0,250000.0,4.73,Home,Sony,1994,2006,102490000.0
219,The Simpsons: Hit & Run,PlayStation 2,2003,Racing,Vivendi Games,1730000.0,2190000.0,0.0,790000.0,4.7,Home,Sony,2000,2013,155000000.0
220,Tony Hawk's Pro Skater 2,PlayStation,2000,Sports,Activision,3050000.0,1410000.0,20000.0,200000.0,4.68,Home,Sony,1994,2006,102490000.0
221,Animal Crossing: City Folk,Wii,2008,Simulation,Nintendo,1870000.0,1120000.0,1320000.0,370000.0,4.68,Home,Nintendo,2006,2013,101630000.0
222,The Lord of the Rings: The Two Towers,PlayStation 2,2002,Action,Electronic Arts,1940000.0,1950000.0,80000.0,700000.0,4.67,Home,Sony,2000,2013,155000000.0
223,Forza Motorsport 4,Xbox 360,2011,Racing,Microsoft Game Studios,2080000.0,2040000.0,60000.0,470000.0,4.64,Home,Microsoft,2005,2016,84000000.0
224,Tomb Raider,PlayStation,1996,Action,Eidos Interactive,2290000.0,1970000.0,130000.0,240000.0,4.63,Home,Sony,1994,2006,102490000.0
225,Guitar Hero III: Legends of Rock,Wii,2007,Misc,Activision,3060000.0,1120000.0,0.0,440000.0,4.62,Home,Nintendo,2006,2013,101630000.0
226,The Legend of Zelda: A Link to the Past,SNES/Super Famicom,1991,Action,Nintendo,2420000.0,910000.0,1150000.0,130000.0,4.61,Home,Nintendo,1990,2003,49100000.0
227,The Legend of Zelda: The Wind Waker,GameCube,2002,Action,Nintendo,2600000.0,990000.0,890000.0,130000.0,4.6,Home,Nintendo,2001,2007,21740000.0
228,Mario & Sonic at the Olympic Winter Games,Wii,2009,Sports,Sega,1890000.0,1990000.0,220000.0,480000.0,4.58,Home,Nintendo,2006,2013,101630000.0
229,Luigi's Mansion: Dark Moon,Nintendo 3DS,2013,Action,Nintendo,1780000.0,1390000.0,1100000.0,300000.0,4.58,Handheld,Nintendo,2011,2020,75940000.0
230,Splatoon,Wii U,2015,Shooter,Nintendo,1550000.0,1150000.0,1440000.0,430000.0,4.57,Home,Nintendo,2012,2017,13560000.0
231,The Last of Us,PlayStation 4,2014,Action,Sony Computer Entertainment,1780000.0,1870000.0,70000.0,820000.0,4.55,Home,Sony,2013,0,117200000.0
232,Guitar Hero III: Legends of Rock,Xbox 360,2007,Misc,Activision,3190000.0,920000.0,10000.0,420000.0,4.53,Home,Microsoft,2005,2016,84000000.0
233,Madden NFL 2005,PlayStation 2,2004,Sports,Electronic Arts,4179999.9999999995,260000.0,10000.0,80000.0,4.53,Home,Sony,2000,2013,155000000.0
234,Pitfall!,Atari 2600,1981,Platform,Activision,4210000.0,240000.0,0.0,50000.0,4.5,Home,Atari,1977,1992,30000000.0
235,Madden NFL 07,PlayStation 2,2006,Sports,Electronic Arts,3630000.0,240000.0,10000.0,610000.0,4.49,Home,Sony,2000,2013,155000000.0
236,Spider-Man: The Movie,PlayStation 2,2002,Action,Activision,2710000.0,1510000.0,30000.0,230000.0,4.48,Home,Sony,2000,2013,155000000.0
237,Dragon Quest VII: Warriors of Eden,PlayStation,2000,Role-Playing,Enix Corporation,200000.0,140000.0,4099999.9999999995,20000.0,4.47,Home,Sony,1994,2006,102490000.0
238,Uncharted: The Nathan Drake Collection,PlayStation 4,2015,Action,Sony Computer Entertainment,1960000.0,1690000.0,80000.0,740000.0,4.47,Home,Sony,2013,0,117200000.0
239,Call of Duty: Advanced Warfare,PlayStation 3,2014,Shooter,Activision,1540000.0,1940000.0,190000.0,770000.0,4.45,Home,Sony,2006,2017,87400000.0
240,God of War,PlayStation 2,2005,Action,Sony Computer Entertainment,2710000.0,1290000.0,20000.0,430000.0,4.45,Home,Sony,2000,2013,155000000.0
241,Nintendo Land,Wii U,2012,Misc,Nintendo,2550000.0,1110000.0,460000.0,330000.0,4.44,Home,Nintendo,2012,2017,13560000.0
242,Michael Jackson: The Experience,Wii,2010,Misc,Ubisoft,2670000.0,1350000.0,10000.0,390000.0,4.42,Home,Nintendo,2006,2013,101630000.0
243,Tony Hawk's Pro Skater 3,PlayStation 2,2001,Sports,Activision,2660000.0,1290000.0,10000.0,460000.0,4.41,Home,Sony,2000,2013,155000000.0
244,Winning Eleven: Pro Evolution Soccer 2007,PlayStation 2,2006,Sports,Konami Digital Entertainment,100000.0,2390000.0,1050000.0,860000.0,4.39,Home,Sony,2000,2013,155000000.0
245,The Elder Scrolls IV: Oblivion,Xbox 360,2006,Role-Playing,Take-Two Interactive,2820000.0,1050000.0,130000.0,400000.0,4.39,Home,Microsoft,2005,2016,84000000.0
246,Zelda II: The Adventure of Link,NES/Famicom,1987,Adventure,Nintendo,2190000.0,500000.0,1610000.0,80000.0,4.38,Home,Nintendo,1983,2003,61910000.0
247,Need for Speed: Most Wanted,PlayStation 2,2005,Racing,Electronic Arts,2029999.9999999998,1790000.0,80000.0,470000.0,4.37,Home,Sony,2000,2013,155000000.0
248,Resistance: Fall of Man,PlayStation 3,2006,Shooter,Sony Computer Entertainment,1730000.0,1730000.0,140000.0,750000.0,4.35,Home,Sony,2006,2017,87400000.0
249,Sonic the Hedgehog,Sega Genesis/Mega Drive,1991,Platform,Sega,3030000.0,910000.0,260000.0,130000.0,4.34,Home,Sega,1988,1997,30750000.0
250,Kingdom Hearts II,PlayStation 2,2005,Role-Playing,Square Enix,2200000.0,580000.0,1380000.0,170000.0,4.33,Home,Sony,2000,2013,155000000.0
251,FIFA 14,Xbox 360,2013,Sports,Electronic Arts,920000.0,2930000.0,10000.0,460000.0,4.31,Home,Microsoft,2005,2016,84000000.0
252,Call of Duty: Advanced Warfare,Xbox 360,2014,Shooter,Activision,2750000.0,1180000.0,0.0,370000.0,4.31,Home,Microsoft,2005,2016,84000000.0
253,Asteroids,Atari 2600,1980,Shooter,Atari,4000000.0,260000.0,0.0,50000.0,4.31,Home,Atari,1977,1992,30000000.0
254,Fable II,Xbox 360,2008,Role-Playing,Microsoft Game Studios,2510000.0,1270000.0,110000.0,410000.0,4.31,Home,Microsoft,2005,2016,84000000.0
255,Halo 5: Guardians,Xbox One,2015,Shooter,Microsoft Game Studios,2640000.0,1200000.0,30000.0,390000.0,4.26,Home,Microsoft,2013,2020,58500000.0
256,Super Mario 3D World,Wii U,2013,Platform,Nintendo,2110000.0,1110000.0,720000.0,300000.0,4.25,Home,Nintendo,2012,2017,13560000.0
257,Batman: Arkham Asylum,PlayStation 3,2009,Action,Eidos Interactive,2230000.0,1340000.0,70000.0,610000.0,4.25,Home,Sony,2006,2017,87400000.0
258,Assassin's Creed: Revelations,PlayStation 3,2011,Action,Ubisoft,1410000.0,2020000.0,100000.0,720000.0,4.24,Home,Sony,2006,2017,87400000.0
259,Namco Museum,Game Boy Advance,2001,Misc,Namco Bandai Games,3000000.0,1110000.0,50000.0,70000.0,4.24,Handheld,Nintendo,2001,2010,81510000.0
260,Metal Gear Solid 3: Snake Eater,PlayStation 2,2004,Action,Konami Digital Entertainment,1460000.0,0.0,830000.0,1930000.0,4.23,Home,Sony,2000,2013,155000000.0
261,Daxter,PlayStation Portable,2006,Platform,Sony Computer Entertainment,2450000.0,1020000.0,0.0,750000.0,4.22,Handheld,Sony,2004,2014,82000000.0
262,The Legend of Zelda: Ocarina of Time,Nintendo 3DS,2011,Action,Nintendo,2029999.9999999998,1270000.0,620000.0,300000.0,4.21,Handheld,Nintendo,2011,2020,75940000.0
263,FIFA Soccer 06,PlayStation 2,2005,Sports,Electronic Arts,780000.0,2550000.0,40000.0,840000.0,4.21,Home,Sony,2000,2013,155000000.0
264,EyeToy Play,PlayStation 2,2003,Misc,Sony Computer Entertainment,880000.0,2300000.0,200000.0,830000.0,4.2,Home,Sony,2000,2013,155000000.0
265,Uncharted 4: A Thief's End,PlayStation 4,2016,Shooter,Sony Computer Entertainment,1300000.0,2069999.9999999998,180000.0,650000.0,4.2,Home,Sony,2013,0,117200000.0
266,Gran Turismo 5 Prologue,PlayStation 3,2007,Racing,Sony Computer Entertainment,1280000.0,1830000.0,570000.0,530000.0,4.2,Home,Sony,2006,2017,87400000.0
267,Assassin's Creed: Revelations,Xbox 360,2011,Action,Ubisoft,2250000.0,1470000.0,40000.0,430000.0,4.19,Home,Microsoft,2005,2016,84000000.0
268,Street Fighter IV,PlayStation 3,2009,Fighting,Capcom,2020000.0,1060000.0,580000.0,530000.0,4.19,Home,Sony,2006,2017,87400000.0
269,FIFA 12,Xbox 360,2011,Sports,Electronic Arts,840000.0,2790000.0,20000.0,530000.0,4.19,Home,Microsoft,2005,2016,84000000.0
270,Teenage Mutant Ninja Turtles,NES/Famicom,1989,Action,Palcom,3380000.0,440000.0,310000.0,40000.0,4.17,Home,Nintendo,1983,2003,61910000.0
271,Excitebike,NES/Famicom,1984,Racing,Nintendo,2040000.0,480000.0,1570000.0,70000.0,4.16,Home,Nintendo,1983,2003,61910000.0
272,Frogger,PlayStation,1997,Action,Hasbro Interactive,3790000.0,270000.0,0.0,110000.0,4.16,Home,Sony,1994,2006,102490000.0
273,Madden NFL 2003,PlayStation 2,2002,Sports,Electronic Arts,3360000.0,210000.0,10000.0,560000.0,4.14,Home,Sony,2000,2013,155000000.0
274,Watch Dogs,PlayStation 4,2014,Action,Ubisoft,1400000.0,1860000.0,110000.0,770000.0,4.14,Home,Sony,2013,0,117200000.0
275,Super Mario World 2: Yoshi's Island,SNES/Super Famicom,1995,Platform,Nintendo,1650000.0,610000.0,1760000.0,90000.0,4.12,Home,Nintendo,1990,2003,49100000.0
276,FIFA Soccer 07,PlayStation 2,2006,Sports,Electronic Arts,710000.0,2480000.0,30000.0,890000.0,4.11,Home,Sony,2000,2013,155000000.0
277,The Legend of Zelda: Skyward Sword,Wii,2011,Action,Nintendo,2140000.0,1200000.0,370000.0,400000.0,4.1,Home,Nintendo,2006,2013,101630000.0
278,Street Fighter II Turbo,SNES/Super Famicom,1992,Fighting,Capcom,1420000.0,510000.0,2100000.0,70000.0,4.1,Home,Nintendo,1990,2003,49100000.0
279,Carnival Games,Wii,2007,Misc,Take-Two Interactive,2130000.0,1500000.0,50000.0,420000.0,4.1,Home,Nintendo,2006,2013,101630000.0
280,Fallout 4,Xbox One,2015,Role-Playing,Bethesda Softworks,2450000.0,1260000.0,10000.0,370000.0,4.09,Home,Microsoft,2013,2020,58500000.0
281,Fallout: New Vegas,Xbox 360,2010,Role-Playing,Bethesda Softworks,2650000.0,1060000.0,40000.0,330000.0,4.08,Home,Microsoft,2005,2016,84000000.0
282,God of War II,PlayStation 2,2007,Action,Sony Computer Entertainment,2320000.0,40000.0,40000.0,1670000.0,4.07,Home,Sony,2000,2013,155000000.0
283,Forza Motorsport 2,Xbox 360,2007,Racing,Microsoft Game Studios,2350000.0,1280000.0,30000.0,410000.0,4.06,Home,Microsoft,2005,2016,84000000.0
284,World Soccer Winning Eleven 9,PlayStation 2,2005,Sports,Konami Digital Entertainment,120000.0,2260000.0,900000.0,770000.0,4.06,Home,Sony,2000,2013,155000000.0
285,Namco Museum Vol.3,PlayStation,1996,Misc,Sony Computer Entertainment,2280000.0,1550000.0,160000.0,60000.0,4.05,Home,Sony,1994,2006,102490000.0
286,Tekken Tag Tournament,PlayStation 2,2000,Fighting,Namco Bandai Games,1680000.0,1510000.0,510000.0,350000.0,4.05,Home,Sony,2000,2013,155000000.0
287,Far Cry 4,PlayStation 4,2014,Shooter,Ubisoft,1120000.0,2120000.0,100000.0,690000.0,4.03,Home,Sony,2013,0,117200000.0
288,Star Fox 64,Nintendo 64,1997,Shooter,Nintendo,2780000.0,580000.0,640000.0,40000.0,4.03,Home,Nintendo,1996,2002,32930000.0
289,Minecraft,PlayStation 4,2014,Misc,Sony Computer Entertainment Europe,1380000.0,1870000.0,120000.0,650000.0,4.02,Home,Sony,2013,0,117200000.0
290,Golf,NES/Famicom,1984,Sports,Nintendo,1220000.0,280000.0,2460000.0,40000.0,4.01,Home,Nintendo,1983,2003,61910000.0
291,Fallout 3,PlayStation 3,2008,Role-Playing,Bethesda Softworks,2150000.0,1200000.0,70000.0,590000.0,4.01,Home,Sony,2006,2017,87400000.0
292,Professor Layton and the Diabolical Box,Nintendo DS,2007,Puzzle,Nintendo,920000.0,1780000.0,920000.0,370000.0,4.0,Handheld,Nintendo,2004,2013,154020000.0
293,Left 4 Dead 2,Xbox 360,2009,Shooter,Electronic Arts,2670000.0,890000.0,50000.0,370000.0,3.99,Home,Microsoft,2005,2016,84000000.0
294,Namco Museum: 50th Anniversary,PlayStation 2,2005,Misc,Namco Bandai Games,2080000.0,1350000.0,0.0,540000.0,3.98,Home,Sony,2000,2013,155000000.0
295,EA Sports Active,Wii,2009,Sports,Electronic Arts,2100000.0,1360000.0,60000.0,400000.0,3.92,Home,Nintendo,2006,2013,101630000.0
296,Assassin's Creed: Unity,PlayStation 4,2014,Action,Ubisoft,1180000.0,1960000.0,80000.0,700000.0,3.92,Home,Sony,2013,0,117200000.0
297,Donkey Kong Land,Game Boy,1994,Platform,Nintendo,1970000.0,760000.0,1070000.0,110000.0,3.91,Handheld,Nintendo,1989,2003,64420000.0
298,Tony Hawk's Underground,PlayStation 2,2003,Sports,Activision,2290000.0,1170000.0,10000.0,420000.0,3.9,Home,Sony,2000,2013,155000000.0
299,Assassin's Creed IV: Black Flag,PlayStation 3,2013,Action,Ubisoft,1330000.0,1710000.0,130000.0,730000.0,3.89,Home,Sony,2006,2017,87400000.0
300,Monster Hunter 4 Ultimate,Nintendo 3DS,2014,Role-Playing,Nintendo,670000.0,490000.0,2620000.0,110000.0,3.89,Handheld,Nintendo,2011,2020,75940000.0
301,MotorStorm,PlayStation 3,2006,Racing,Sony Computer Entertainment,1530000.0,1610000.0,60000.0,670000.0,3.88,Home,Sony,2006,2017,87400000.0
302,Tekken 5,PlayStation 2,2005,Fighting,Namco Bandai Games,930000.0,1940000.0,310000.0,700000.0,3.87,Home,Sony,2000,2013,155000000.0
303,Dragon Warrior III,NES/Famicom,1988,Role-Playing,Enix Corporation,100000.0,0.0,3770000.0,0.0,3.87,Home,Nintendo,1983,2003,61910000.0
304,Sports Champions,PlayStation 3,2010,Sports,Sony Computer Entertainment,2120000.0,1140000.0,100000.0,510000.0,3.87,Home,Sony,2006,2017,87400000.0
305,NBA 2K16,PlayStation 4,2015,Sports,Take-Two Interactive,2480000.0,650000.0,30000.0,690000.0,3.85,Home,Sony,2013,0,117200000.0
306,World Soccer Winning Eleven 8 International,PlayStation 2,2004,Sports,Konami Digital Entertainment,160000.0,1890000.0,1120000.0,680000.0,3.85,Home,Sony,2000,2013,155000000.0
307,Flash Focus: Vision Training in Minutes a Day,Nintendo DS,2007,Misc,Nintendo,870000.0,1570000.0,1050000.0,350000.0,3.84,Handheld,Nintendo,2004,2013,154020000.0
308,Namco Museum Vol.1,PlayStation,1995,Misc,Sony Computer Entertainment,2120000.0,1440000.0,220000.0,60000.0,3.84,Home,Sony,1994,2006,102490000.0
309,The Legend of Zelda: Link's Awakening,Game Boy,1992,Action,Nintendo,2210000.0,960000.0,540000.0,130000.0,3.83,Handheld,Nintendo,1989,2003,64420000.0
310,Mario & Luigi: Bowser's Inside Story,Nintendo DS,2009,Role-Playing,Nintendo,2260000.0,480000.0,810000.0,270000.0,3.83,Handheld,Nintendo,2004,2013,154020000.0
311,Big Brain Academy: Wii Degree,Wii,2007,Misc,Nintendo,1060000.0,1930000.0,410000.0,430000.0,3.82,Home,Nintendo,2006,2013,101630000.0
312,Nintendogs + cats,Nintendo 3DS,2011,Simulation,Nintendo,1440000.0,1370000.0,730000.0,270000.0,3.81,Handheld,Nintendo,2011,2020,75940000.0
313,Batman: Arkham Knight,PlayStation 4,2015,Action,Warner Bros. Interactive Entertainment,1490000.0,1580000.0,100000.0,610000.0,3.79,Home,Sony,2013,0,117200000.0
